chr	start	end	CpG	0168_51-N	0168_51-X	0168_52-N	0168_52-X	0168_53-N	0168_53-X	0168_54-N	0168_54-X
17	71617178	71617233	6	21	0	23	0	NA	NA	NA	NA
17	71675078	71675170	7	NA	NA	23	0	36	0	NA	NA
17	71698729	71698795	6	NA	NA	NA	NA	NA	NA	23	22
17	71709553	71709593	4	31	31	NA	NA	NA	NA	NA	NA
17	71782619	71782989	36	106	0	79	0	26	0	75	1
17	72136704	72136759	7	21	21	NA	NA	NA	NA	NA	NA
17	72603623	72603646	5	NA	NA	NA	NA	NA	NA	20	1
17	72617443	72617519	5	NA	NA	24	22	NA	NA	NA	NA
17	72836552	72836618	6	30	0	NA	NA	24	0	NA	NA
17	72837153	72837412	35	95	1	70	1	52	0	86	2
17	72837453	72837696	28	82	0	NA	NA	69	1	NA	NA
17	72918151	72918364	10	31	1	NA	NA	NA	NA	30	0
17	73107839	73107932	10	28	0	NA	NA	22	0	NA	NA
17	73710143	73710386	25	46	0	49	0	104	0	68	0
17	73710532	73710729	12	27	0	41	0	NA	NA	23	0
17	73804840	73805205	26	45	0	77	0	60	0	38	0
17	73827442	73827532	5	NA	NA	20	7	NA	NA	NA	NA
17	74294509	74294643	21	66	0	94	1	NA	NA	44	1
17	74295111	74295260	22	67	0	NA	NA	35	0	40	0
17	74338732	74338867	12	30	0	40	1	NA	NA	24	0
17	74489448	74489880	35	53	0	95	0	20	0	83	0
17	74528079	74528433	24	55	0	48	0	38	0	32	0
17	74528513	74528809	36	101	0	78	0	89	0	63	0
17	74528894	74529217	17	45	0	43	0	22	0	NA	NA
17	74898398	74898443	6	35	27	39	32	42	35	59	47
17	75004981	75005427	19	25	0	43	0	36	0	50	0
17	75005459	75005890	29	67	0	51	0	73	0	62	0
17	75005938	75006392	37	92	1	53	0	112	1	97	1
17	75551495	75551973	30	61	0	77	0	70	0	89	0
17	75937910	75938004	6	NA	NA	23	22	NA	NA	NA	NA
17	78075542	78075645	6	23	22	NA	NA	NA	NA	NA	NA
17	78200386	78200865	57	183	2	160	1	113	0	136	0
17	78201024	78201188	9	NA	NA	NA	NA	31	0	NA	NA
17	78347150	78347261	7	NA	NA	NA	NA	NA	NA	21	21
17	78417704	78417812	13	NA	NA	NA	NA	29	0	NA	NA
17	78417952	78418002	9	NA	NA	NA	NA	28	0	26	0
17	78736239	78736494	22	46	0	73	0	63	0	54	0
17	78736498	78736749	19	49	0	39	0	28	0	30	0
17	78834895	78835205	23	59	1	47	0	47	0	37	1
17	78835482	78835572	13	NA	NA	39	0	NA	NA	NA	NA
17	78882427	78882652	15	37	0	41	0	26	0	50	0
17	78916534	78916691	14	32	0	27	0	29	0	46	0
17	78936981	78937135	16	87	0	48	0	23	0	32	0
17	79020327	79020410	11	NA	NA	36	0	47	0	NA	NA
17	79020739	79020889	24	38	0	82	0	43	0	37	0
17	79354867	79354951	11	20	0	60	0	40	0	20	0
17	79355579	79355675	11	20	0	31	0	NA	NA	40	0
17	79355872	79355918	7	36	0	32	0	20	0	NA	NA
17	79615074	79615113	6	22	0	NA	NA	NA	NA	NA	NA
17	79615231	79615458	19	22	0	41	1	21	0	44	0
17	79713257	79713548	21	49	1	68	0	67	0	54	0
17	79895474	79895968	54	118	0	138	0	91	1	104	0
17	79896194	79896265	6	NA	NA	20	0	30	0	NA	NA
17	80018758	80018834	4	NA	NA	NA	NA	NA	NA	21	8
17	80061359	80061590	25	63	0	27	0	68	0	47	0
17	80061998	80062218	23	30	1	37	0	NA	NA	67	0
17	80206428	80206540	13	37	1	NA	NA	NA	NA	31	0
17	80207214	80207294	8	NA	NA	NA	NA	32	0	NA	NA
17	80290371	80290469	8	NA	NA	NA	NA	35	0	NA	NA
17	80373006	80373462	45	103	1	95	1	130	0	93	1
17	80479671	80479812	18	41	0	42	0	34	1	70	1
17	80480029	80480150	14	37	1	23	0	33	0	NA	NA
17	80727519	80727861	35	114	1	129	0	129	1	117	0
17	80728047	80728170	20	NA	NA	NA	NA	NA	NA	76	0
17	80944469	80944520	8	25	0	22	0	NA	NA	29	1
17	80944702	80945140	44	151	1	67	0	55	0	125	2
17	81065063	81065178	17	34	0	47	0	NA	NA	NA	NA
17	81245708	81245789	8	NA	NA	NA	NA	24	22	NA	NA
17	81670033	81670230	26	88	0	38	0	25	1	27	0
17	82950433	82950504	5	20	17	NA	NA	20	16	NA	NA
17	83214783	83215232	36	79	0	34	1	38	0	72	0
17	83215244	83215681	33	74	0	53	0	38	0	66	1
17	83215842	83216190	30	29	0	66	1	37	0	66	0
17	83251347	83251420	7	NA	NA	NA	NA	NA	NA	21	14
17	83276390	83276766	21	43	1	60	0	34	1	24	1
17	83277797	83277864	7	NA	NA	NA	NA	21	1	20	1
17	83351002	83351272	40	107	0	108	0	81	1	104	0
17	83351398	83351523	7	NA	NA	NA	NA	NA	NA	31	1
17	83630897	83631087	19	58	0	NA	NA	NA	NA	NA	NA
17	83631509	83631800	36	116	0	92	0	38	0	59	0
17	83631938	83632160	31	25	0	49	0	94	0	77	0
17	83706392	83706452	7	22	0	NA	NA	NA	NA	NA	NA
17	83861715	83861906	19	50	1	NA	NA	28	0	64	0
17	83862310	83862590	12	29	0	41	2	NA	NA	22	0
17	84002667	84002728	5	NA	NA	NA	NA	23	23	NA	NA
17	84096624	84096812	22	29	0	87	1	63	1	74	0
17	84185758	84186164	37	39	6	128	17	88	3	108	8
17	84186383	84186723	45	64	4	189	5	119	4	75	5
17	84186887	84187047	15	NA	NA	NA	NA	35	3	NA	NA
17	84187898	84187982	12	44	0	34	0	24	0	56	10
17	84511793	84512017	26	61	0	28	0	28	0	76	0
17	84512401	84512457	8	NA	NA	25	0	32	0	NA	NA
17	84676175	84676252	5	NA	NA	20	1	NA	NA	NA	NA
17	84790177	84790355	8	NA	NA	21	0	30	0	NA	NA
17	84852588	84852650	6	NA	NA	24	6	NA	NA	NA	NA
17	84958163	84958330	26	42	0	140	1	61	1	NA	NA
17	84958464	84958663	31	59	0	88	0	43	0	89	0
17	85090320	85090632	15	43	0	38	1	31	0	36	0
17	85464925	85464959	7	NA	NA	NA	NA	NA	NA	21	0
17	85486624	85486659	7	NA	NA	21	1	NA	NA	NA	NA
17	85608945	85609080	14	NA	NA	23	0	30	0	38	1
17	85613620	85613691	9	NA	NA	28	0	NA	NA	NA	NA
17	85614990	85615063	9	36	1	21	0	NA	NA	NA	NA
17	85615236	85615462	13	NA	NA	38	0	35	0	45	0
17	85616616	85617002	17	41	0	42	1	25	0	42	0
17	85618084	85618306	19	35	0	43	0	NA	NA	58	0
17	85621505	85621894	19	37	1	NA	NA	52	0	52	0
17	85622014	85622166	15	85	0	44	0	NA	NA	NA	NA
17	85680774	85681139	19	49	3	45	5	72	1	27	0
17	85684022	85684242	10	25	0	NA	NA	NA	NA	21	0
17	85687217	85687455	19	56	1	23	0	49	1	28	0
17	85688080	85688237	32	20	1	79	1	55	0	56	0
17	85688449	85688554	10	30	0	NA	NA	NA	NA	NA	NA
17	85689029	85689358	19	45	0	20	0	44	0	36	0
17	85800146	85800318	17	NA	NA	20	0	31	0	64	0
17	85800762	85800839	7	24	0	31	1	30	0	NA	NA
17	85985204	85985274	7	36	33	32	32	NA	NA	25	25
17	86144841	86144925	6	24	0	NA	NA	NA	NA	22	0
17	86145085	86145133	5	20	0	NA	NA	NA	NA	NA	NA
17	86166452	86166706	13	20	0	33	1	NA	NA	25	0
17	86166716	86166965	11	33	0	NA	NA	34	0	25	0
17	86167704	86167782	19	38	0	NA	NA	70	2	NA	NA
17	86167941	86167968	5	NA	NA	33	0	20	0	NA	NA
17	86168130	86168171	7	NA	NA	24	0	NA	NA	24	0
17	86168335	86168528	11	NA	NA	NA	NA	NA	NA	39	0
17	86168686	86168780	8	30	0	NA	NA	37	0	21	0
17	86753536	86753820	30	90	2	90	1	28	0	39	0
17	86754184	86754381	14	27	0	NA	NA	37	0	NA	NA
17	86755525	86755547	6	24	0	NA	NA	NA	NA	NA	NA
17	86801766	86801936	7	30	28	NA	NA	NA	NA	NA	NA
17	86963060	86963382	26	49	1	40	0	24	0	75	1
17	86963490	86963533	9	NA	NA	NA	NA	NA	NA	27	0
17	87024823	87024881	8	21	0	56	0	28	0	NA	NA
17	87058710	87058752	3	20	19	NA	NA	NA	NA	NA	NA
17	87106453	87106625	5	NA	NA	20	3	NA	NA	20	0
17	87106808	87106963	7	27	0	NA	NA	NA	NA	NA	NA
17	87107292	87107438	12	34	0	NA	NA	38	0	NA	NA
17	87107687	87107854	23	43	0	25	0	NA	NA	96	1
17	87125512	87125621	15	60	9	23	0	38	0	21	0
17	87265815	87265901	10	NA	NA	30	1	NA	NA	NA	NA
17	87266037	87266217	7	NA	NA	NA	NA	24	0	NA	NA
17	87282522	87282958	36	76	0	72	1	51	0	24	0
17	87283371	87283497	14	NA	NA	NA	NA	54	0	20	0
17	87350252	87350411	7	23	22	NA	NA	NA	NA	NA	NA
17	87351804	87351880	7	21	21	NA	NA	NA	NA	NA	NA
17	87375880	87375930	5	NA	NA	NA	NA	21	18	NA	NA
17	87446306	87446557	35	100	0	134	0	NA	NA	84	0
17	87447113	87447248	15	45	0	NA	NA	52	0	NA	NA
17	87636970	87637030	12	NA	NA	NA	NA	36	0	36	0
17	87637203	87637279	9	NA	NA	41	0	NA	NA	33	0
17	87661720	87661806	5	NA	NA	NA	NA	NA	NA	20	17
17	87663008	87663136	5	NA	NA	25	25	NA	NA	NA	NA
17	87672453	87672586	6	22	0	NA	NA	NA	NA	NA	NA
17	87672710	87672801	13	24	0	39	0	37	0	NA	NA
17	87745914	87745968	8	NA	NA	31	0	NA	NA	NA	NA
17	87797054	87797472	37	89	0	68	0	81	0	44	0
17	87797795	87798101	21	38	1	NA	NA	31	0	83	1
17	87975126	87975394	26	79	0	37	0	36	0	21	0
17	87975528	87975777	25	55	0	53	0	44	0	71	0
17	88064705	88064851	14	21	1	64	0	27	1	27	0
17	88065106	88065196	12	37	0	NA	NA	NA	NA	NA	NA
17	88065417	88065729	38	82	0	60	0	57	0	79	0
17	88112355	88112418	4	NA	NA	NA	NA	20	11	NA	NA
17	88160772	88160865	6	NA	NA	NA	NA	NA	NA	26	0
17	88256196	88256298	7	24	0	NA	NA	NA	NA	NA	NA
17	88440266	88440513	33	48	0	53	0	39	0	108	0
17	88440856	88440934	17	NA	NA	40	0	23	0	NA	NA
17	88441083	88441422	36	121	0	38	0	53	0	44	0
17	88529908	88530228	29	53	0	62	1	59	1	79	0
17	88603868	88603931	5	NA	NA	NA	NA	25	0	NA	NA
17	88636258	88636351	7	NA	NA	36	5	NA	NA	NA	NA
17	88669252	88669335	8	NA	NA	NA	NA	NA	NA	32	1
17	88791874	88791976	6	NA	NA	25	1	NA	NA	NA	NA
17	90455488	90455651	8	NA	NA	23	0	NA	NA	NA	NA
17	90623600	90623670	7	30	0	NA	NA	26	5	NA	NA
17	91087925	91088139	20	NA	NA	59	0	40	5	21	0
17	91765116	91765290	6	28	3	NA	NA	NA	NA	NA	NA
17	92250785	92250861	8	24	23	NA	NA	NA	NA	NA	NA
17	92473864	92473985	7	23	22	22	22	32	32	NA	NA
17	93202225	93202370	15	56	0	NA	NA	27	0	NA	NA
17	94230359	94230393	6	24	22	NA	NA	NA	NA	NA	NA
17	94608158	94608264	8	20	15	36	0	NA	NA	25	3
18	3336790	3336938	13	36	0	23	0	29	0	51	1
18	3337162	3337308	12	NA	NA	24	0	64	0	55	0
18	3383278	3383365	6	NA	NA	NA	NA	26	0	NA	NA
18	3507054	3507148	7	28	0	33	0	NA	NA	NA	NA
18	3507787	3507877	10	NA	NA	40	0	NA	NA	NA	NA
18	3507982	3508216	12	24	0	43	0	NA	NA	26	0
18	3508260	3508522	21	44	1	45	0	35	0	48	0
18	4353002	4353118	10	NA	NA	NA	NA	32	5	NA	NA
18	4353220	4353457	15	28	0	NA	NA	NA	NA	NA	NA
18	4634981	4635351	36	60	1	86	0	75	0	55	0
18	4635361	4635728	21	29	0	31	1	45	0	21	0
18	4920280	4920537	12	25	0	NA	NA	20	0	44	0
18	4920548	4920806	19	44	0	26	0	30	0	45	0
18	4921544	4921739	13	NA	NA	31	0	27	1	23	0
18	4921807	4922062	15	36	0	30	1	33	0	69	0
18	5334801	5334933	8	NA	NA	NA	NA	NA	NA	28	1
18	5438581	5438633	7	21	21	NA	NA	NA	NA	NA	NA
18	5575132	5575256	8	NA	NA	NA	NA	26	26	NA	NA
18	5591352	5591435	12	NA	NA	33	0	44	0	44	0
18	5592012	5592147	15	43	0	NA	NA	43	0	NA	NA
18	5592489	5592606	24	41	1	33	0	48	0	67	0
18	6135691	6136042	34	73	0	48	0	70	0	92	0
18	6241272	6241590	28	76	1	62	0	64	0	83	0
18	6490036	6490266	21	34	0	71	0	NA	NA	40	0
18	6490517	6490658	18	45	0	54	0	33	0	54	0
18	6490765	6490859	9	NA	NA	36	0	NA	NA	NA	NA
18	6491024	6491104	15	42	0	NA	NA	99	2	29	0
18	6515954	6516068	10	NA	NA	NA	NA	NA	NA	44	0
18	7004822	7005150	15	30	0	40	0	NA	NA	NA	NA
18	7626656	7626839	15	33	0	NA	NA	34	0	NA	NA
18	7692940	7693091	24	56	0	41	0	NA	NA	44	0
18	7693227	7693289	12	NA	NA	22	0	23	0	59	0
18	7868578	7868663	10	27	0	NA	NA	55	0	NA	NA
18	7869098	7869240	10	NA	NA	NA	NA	25	0	NA	NA
18	7869422	7869635	28	35	1	121	0	30	0	44	0
18	7869797	7870001	21	NA	NA	35	0	32	0	64	0
18	9212423	9212730	23	34	0	60	0	46	0	NA	NA
18	9213164	9213530	30	89	0	26	0	26	0	49	0
18	9213599	9214022	31	68	1	60	0	97	2	35	0
18	9214637	9214821	16	22	0	40	1	38	0	37	0
18	9449440	9449687	13	36	0	36	0	NA	NA	NA	NA
18	9450071	9450348	30	97	0	41	1	51	0	56	0
18	9707520	9707697	22	60	1	37	1	NA	NA	23	0
18	9912070	9912150	6	24	19	NA	NA	NA	NA	NA	NA
18	9958224	9958334	12	21	0	NA	NA	63	1	NA	NA
18	10044438	10044479	5	NA	NA	NA	NA	20	20	NA	NA
18	10181497	10181591	14	28	0	35	0	28	0	62	0
18	10181875	10181963	6	NA	NA	21	0	NA	NA	NA	NA
18	10182117	10182293	20	NA	NA	54	1	56	0	NA	NA
18	10325157	10325194	7	22	0	NA	NA	NA	NA	21	0
18	10325630	10325697	9	NA	NA	35	2	35	0	35	0
18	10609654	10610042	38	125	1	73	0	108	1	118	0
18	10610093	10610464	28	78	0	81	1	23	0	26	1
18	10617828	10618151	22	54	0	28	0	53	0	46	0
18	10706169	10706490	18	NA	NA	53	0	55	0	31	0
18	10706568	10706947	18	28	0	40	0	28	1	39	0
18	10726148	10726606	48	115	1	120	0	73	0	114	2
18	11048405	11048634	23	44	0	63	1	80	0	40	0
18	11052590	11052828	9	NA	NA	NA	NA	NA	NA	25	0
18	11053339	11053403	6	NA	NA	24	0	NA	NA	NA	NA
18	11054063	11054339	33	57	0	38	0	61	1	109	2
18	11054348	11054629	32	36	0	111	2	105	1	71	0
18	11054821	11055223	35	72	0	81	0	110	0	NA	NA
18	11240070	11240194	8	NA	NA	NA	NA	26	1	NA	NA
18	11657646	11657689	10	49	1	20	0	20	0	29	0
18	11657820	11657911	7	NA	NA	20	0	NA	NA	NA	NA
18	11839096	11839210	6	NA	NA	NA	NA	NA	NA	20	0
18	11839485	11839585	10	NA	NA	NA	NA	45	0	NA	NA
18	11839730	11839921	24	24	0	47	0	76	3	39	0
18	11840078	11840350	17	40	0	32	0	30	0	44	0
18	11840698	11840948	11	28	0	32	1	28	0	NA	NA
18	12121104	12121311	10	40	0	NA	NA	NA	NA	NA	NA
18	12121507	12121563	7	NA	NA	34	0	NA	NA	NA	NA
18	12128818	12128907	9	20	1	NA	NA	27	0	NA	NA
18	12168702	12168975	34	147	0	54	0	42	0	59	0
18	12236154	12236517	33	53	0	83	0	111	0	64	0
18	12305653	12305749	18	NA	NA	68	1	34	0	50	1
18	12333816	12333939	14	NA	NA	27	0	67	1	24	0
18	12334243	12334321	6	NA	NA	NA	NA	NA	NA	31	0
18	12643574	12643935	35	96	0	72	1	71	0	38	0
18	12741280	12741497	18	31	0	58	0	41	0	38	0
18	12862371	12862530	13	38	0	NA	NA	26	0	45	0
18	12941596	12941886	36	102	2	66	1	58	0	80	0
18	12973131	12973197	5	34	1	NA	NA	23	5	NA	NA
18	12973372	12973462	8	NA	NA	NA	NA	35	0	NA	NA
18	12989903	12989948	6	NA	NA	24	23	NA	NA	NA	NA
18	13166671	13166798	8	NA	NA	NA	NA	NA	NA	28	27
18	13844393	13844615	11	NA	NA	20	12	28	27	NA	NA
18	13970140	13970457	25	60	0	23	2	65	0	20	0
18	13970662	13970776	8	NA	NA	23	1	NA	NA	20	0
18	13972823	13972855	8	NA	NA	20	0	NA	NA	NA	NA
18	14474306	14474446	8	NA	NA	21	19	NA	NA	22	22
18	14633177	14633263	6	NA	NA	NA	NA	NA	NA	26	25
18	14682145	14682263	13	48	0	32	0	29	0	41	0
18	14682371	14682642	37	25	0	117	1	61	0	114	2
18	14682811	14682989	17	46	0	32	0	47	0	36	1
18	14683091	14683309	21	36	0	NA	NA	27	0	57	0
18	14782947	14783339	36	67	0	104	1	63	0	67	0
18	15063038	15063195	13	NA	NA	NA	NA	39	0	23	1
18	15132496	15132584	5	NA	NA	21	10	NA	NA	NA	NA
18	15150851	15151186	44	96	0	93	0	64	0	117	0
18	15759936	15760026	5	20	0	NA	NA	NA	NA	NA	NA
18	16624728	16624792	5	24	23	NA	NA	NA	NA	NA	NA
18	16808189	16808607	33	45	0	67	1	64	2	110	0
18	16808953	16809040	13	NA	NA	29	0	NA	NA	47	0
18	16809199	16809417	34	68	0	83	0	43	0	99	0
18	17425122	17425191	6	NA	NA	20	18	NA	NA	33	27
18	17815825	17815930	5	21	15	NA	NA	NA	NA	NA	NA
18	17859166	17859180	5	NA	NA	NA	NA	NA	NA	20	17
18	18823313	18823365	5	NA	NA	NA	NA	20	19	20	15
18	18823654	18823802	10	NA	NA	22	22	NA	NA	22	21
18	18850368	18850434	5	25	19	NA	NA	28	24	NA	NA
18	18994301	18994426	7	23	19	NA	NA	NA	NA	NA	NA
18	19246714	19246808	8	24	22	NA	NA	NA	NA	NA	NA
18	20558306	20558658	16	36	0	29	0	23	1	25	0
18	20601548	20601620	7	27	14	NA	NA	NA	NA	NA	NA
18	20745614	20745974	36	86	0	55	0	97	0	67	0
18	20745978	20746335	38	36	1	79	0	122	0	69	0
18	20895768	20895803	8	NA	NA	24	0	NA	NA	NA	NA
18	20896092	20896143	11	33	0	NA	NA	NA	NA	21	0
18	20896385	20896566	13	NA	NA	31	0	44	0	31	0
18	20961304	20961540	23	78	0	20	0	22	0	37	0
18	20962859	20962936	7	NA	NA	28	0	NA	NA	NA	NA
18	21001293	21001480	20	46	0	50	0	24	0	52	0
18	21001591	21001639	6	23	0	NA	NA	NA	NA	NA	NA
18	21001970	21002094	11	NA	NA	25	0	NA	NA	NA	NA
18	21002276	21002431	15	33	0	NA	NA	47	1	29	0
18	21299679	21300009	30	129	0	44	0	36	0	49	0
18	21300157	21300216	10	36	0	NA	NA	NA	NA	NA	NA
18	21300567	21300626	10	29	0	20	1	40	0	48	0
18	21651356	21651533	8	28	0	NA	NA	NA	NA	NA	NA
18	21653069	21653150	7	27	0	NA	NA	20	0	21	1
18	22344157	22344250	23	158	1	88	1	43	1	23	0
18	22344517	22344741	26	38	0	87	1	43	1	64	0
18	23039463	23039548	11	NA	NA	33	0	NA	NA	NA	NA
18	23040063	23040140	7	NA	NA	21	0	26	0	NA	NA
18	23310178	23310517	23	51	0	55	1	22	0	83	1
18	23310634	23310851	28	25	0	96	0	37	1	50	2
18	23497625	23497724	7	42	0	24	0	NA	NA	NA	NA
18	23752192	23752568	27	64	0	60	0	79	2	100	1
18	23804038	23804274	21	45	1	42	0	NA	NA	49	0
18	23954749	23954845	11	31	0	32	0	21	0	NA	NA
18	23954988	23955228	17	47	0	26	0	34	0	37	0
18	24020325	24020580	22	45	0	31	0	51	1	81	0
18	24020595	24020854	28	57	0	89	0	109	0	39	0
18	24121870	24122037	16	63	1	NA	NA	41	6	30	0
18	24205303	24205355	6	NA	NA	26	1	NA	NA	NA	NA
18	24205460	24205768	33	97	1	69	0	59	0	20	0
18	24205776	24206091	59	139	1	74	0	70	1	121	0
18	24467441	24467742	19	41	1	26	0	61	0	38	0
18	24470615	24471046	29	82	0	92	0	57	1	47	0
18	24529508	24529737	14	29	0	37	0	28	0	27	0
18	24603234	24603407	14	30	1	28	1	26	0	51	0
18	24603589	24603680	11	33	0	NA	NA	NA	NA	NA	NA
18	24603835	24603877	5	20	0	NA	NA	NA	NA	NA	NA
18	24653807	24653963	16	36	1	NA	NA	34	0	51	0
18	24709474	24709535	10	30	0	30	0	NA	NA	NA	NA
18	24709694	24709981	20	44	0	43	0	50	0	28	0
18	24710003	24710278	19	53	0	37	0	40	0	23	0
18	24999419	24999454	5	NA	NA	23	23	NA	NA	NA	NA
18	25168578	25168897	35	76	0	35	0	55	1	97	0
18	25168999	25169045	7	NA	NA	34	0	40	0	NA	NA
18	25169197	25169288	8	NA	NA	NA	NA	28	0	NA	NA
18	25478389	25478479	9	27	1	NA	NA	34	0	NA	NA
18	25486744	25487012	14	43	0	21	0	21	0	28	0
18	25679018	25679104	8	NA	NA	NA	NA	NA	NA	31	1
18	25715412	25715501	5	NA	NA	NA	NA	26	2	NA	NA
18	25753195	25753271	12	27	0	34	0	NA	NA	34	0
18	25754178	25754344	26	96	1	68	0	NA	NA	32	0
18	27068284	27068348	6	NA	NA	NA	NA	NA	NA	24	24
18	28354199	28354242	5	23	22	NA	NA	NA	NA	NA	NA
18	29553541	29553837	12	38	26	27	21	NA	NA	34	31
18	30267343	30267411	7	NA	NA	NA	NA	21	19	NA	NA
18	31609581	31609891	39	122	0	97	0	84	0	96	0
18	31634423	31634739	22	53	0	39	0	51	0	75	0
18	31634753	31635069	23	72	0	50	0	NA	NA	46	0
18	31635170	31635293	13	33	0	37	0	26	0	41	0
18	31759529	31759630	15	55	0	69	1	41	0	22	0
18	31759923	31760110	19	26	0	30	0	27	2	57	0
18	31804253	31804378	18	41	0	69	0	NA	NA	41	0
18	31910863	31911263	32	78	0	83	0	84	0	59	0
18	31931472	31931621	13	37	0	28	0	NA	NA	NA	NA
18	31939090	31939174	12	24	0	36	3	NA	NA	22	0
18	31939313	31939455	19	NA	NA	36	0	41	0	66	1
18	31966924	31967103	7	NA	NA	NA	NA	25	24	NA	NA
18	32067837	32067883	9	NA	NA	NA	NA	NA	NA	27	0
18	32068175	32068271	8	NA	NA	NA	NA	22	0	NA	NA
18	32163032	32163358	30	64	0	53	0	68	0	34	0
18	32240277	32240449	11	20	0	22	0	30	0	23	0
18	32377325	32377644	24	60	0	29	0	85	0	56	2
18	32559709	32559850	13	NA	NA	NA	NA	27	0	40	0
18	32837310	32837531	14	25	0	32	0	27	0	29	0
18	32939212	32939472	27	46	1	44	0	36	0	97	0
18	33330410	33330470	5	NA	NA	22	22	NA	NA	NA	NA
18	33463912	33463939	8	NA	NA	NA	NA	NA	NA	31	0
18	33794622	33795008	35	118	0	73	2	72	0	52	0
18	34005913	34005966	9	NA	NA	28	1	NA	NA	NA	NA
18	34007181	34007314	15	39	0	NA	NA	28	0	69	0
18	34220486	34220575	6	NA	NA	22	0	NA	NA	NA	NA
18	34220774	34221025	21	54	1	53	0	NA	NA	37	1
18	34221034	34221292	30	91	0	104	0	35	0	21	0
18	34331179	34331483	33	86	0	50	0	63	0	24	1
18	34372892	34373174	36	81	0	76	0	34	0	87	0
18	34373243	34373513	24	39	0	29	0	61	0	56	0
18	34506392	34506698	33	57	0	54	0	91	0	98	1
18	34506910	34507055	12	35	0	NA	NA	NA	NA	NA	NA
18	34624110	34624337	10	NA	NA	NA	NA	NA	NA	30	0
18	34624851	34624992	7	20	0	NA	NA	NA	NA	NA	NA
18	34751050	34751288	10	NA	NA	32	0	23	0	30	0
18	34759387	34759502	9	NA	NA	24	0	28	0	30	0
18	34776912	34777076	11	23	0	NA	NA	31	0	NA	NA
18	34777280	34777440	18	20	1	24	0	56	1	59	0
18	34777556	34777667	8	NA	NA	NA	NA	22	0	NA	NA
18	34840747	34840814	6	NA	NA	NA	NA	NA	NA	24	0
18	34860829	34861072	15	23	0	NA	NA	27	0	43	0
18	34887209	34887401	17	20	0	37	0	40	0	46	0
18	34887543	34887630	12	72	0	31	0	22	0	31	2
18	34931398	34931458	6	22	0	23	0	23	0	NA	NA
18	34931621	34931915	31	55	0	56	0	56	0	75	1
18	34953606	34953695	6	35	1	NA	NA	22	2	NA	NA
18	34954100	34954302	16	44	0	52	0	31	0	33	0
18	34954594	34954858	27	79	0	58	0	68	1	80	0
18	35118863	35119141	15	42	0	NA	NA	NA	NA	25	0
18	35119148	35119421	15	22	0	NA	NA	35	0	41	0
18	35244785	35244816	6	NA	NA	NA	NA	29	28	NA	NA
18	35498670	35498758	13	NA	NA	NA	NA	29	0	56	0
18	35626453	35626547	6	21	4	NA	NA	NA	NA	20	0
18	35652438	35652906	38	67	1	65	1	86	0	75	1
18	35653187	35653364	19	NA	NA	46	0	27	0	48	0
18	35654767	35654857	9	NA	NA	34	1	NA	NA	NA	NA
18	35702626	35703087	17	40	0	50	1	28	0	24	0
18	35703200	35703232	6	21	0	NA	NA	NA	NA	NA	NA
18	35752230	35752327	9	24	0	40	0	NA	NA	NA	NA
18	35771421	35771544	13	41	0	28	0	20	0	35	0
18	35771694	35771786	16	NA	NA	64	1	42	0	29	0
18	35829837	35829983	16	31	0	30	0	73	0	30	0
18	35860520	35860569	6	NA	NA	NA	NA	29	27	NA	NA
18	35888362	35888588	20	46	1	63	0	56	0	NA	NA
18	35889173	35889289	13	40	0	59	0	NA	NA	NA	NA
18	35889711	35889887	13	46	0	26	0	NA	NA	84	0
18	35930221	35930278	5	21	0	NA	NA	NA	NA	NA	NA
18	35930514	35930797	24	31	0	84	0	NA	NA	42	0
18	36018227	36018414	35	79	0	174	0	145	0	54	1
18	36068120	36068298	16	46	0	26	0	37	1	38	0
18	36068459	36068664	22	77	1	34	0	43	0	NA	NA
18	36196044	36196100	5	NA	NA	NA	NA	20	0	NA	NA
18	36196550	36196974	33	38	0	63	0	42	0	91	0
18	36197246	36197427	14	25	0	23	0	44	0	25	0
18	36280713	36280871	17	50	0	NA	NA	NA	NA	78	0
18	36281104	36281162	13	NA	NA	NA	NA	NA	NA	65	0
18	36281500	36281548	7	20	1	NA	NA	21	0	49	0
18	36286720	36287009	22	52	0	22	0	56	0	40	1
18	36287018	36287302	25	21	0	36	0	40	0	36	0
18	36287593	36287779	19	23	0	36	0	NA	NA	91	0
18	36320050	36320384	28	66	1	62	1	22	1	73	0
18	36320413	36320729	31	28	0	64	0	27	0	126	2
18	36324197	36324249	4	NA	NA	20	2	NA	NA	NA	NA
18	36328742	36328900	8	NA	NA	24	0	NA	NA	NA	NA
18	36348575	36348757	18	29	0	39	0	39	0	23	0
18	36348982	36349251	19	54	0	35	0	20	0	62	1
18	36515765	36515795	7	NA	NA	NA	NA	NA	NA	21	0
18	36559661	36559962	19	26	0	30	0	68	0	49	0
18	36560675	36560989	38	80	0	104	1	87	0	54	2
18	36561144	36561319	12	50	0	NA	NA	NA	NA	NA	NA
18	36664236	36664297	6	NA	NA	20	14	NA	NA	NA	NA
18	36670163	36670312	11	28	0	26	0	30	0	NA	NA
18	36753500	36753560	8	NA	NA	24	23	NA	NA	NA	NA
18	36783181	36783554	18	22	0	28	0	24	0	51	0
18	36948072	36948229	9	NA	NA	22	4	22	6	NA	NA
18	37143819	37143886	8	24	0	NA	NA	NA	NA	NA	NA
